CDS,length,EarL1,EarL2,EarL3,LateL1,LateL2,LateL3,Male1,Male2,Male3,NPF1,NPF2,NPF3,PreL1,PreL2,PreL3
DpSigP-66828,1319,62,17,36,33,90,136,81,93,92,23,72,97,87,22,27
DpSigP-66834,158,4,0,4,2,1,0,2,0,0,1,1,4,1,1,4
DpSigP-66927,335,217,139,181,157,179,169,179,180,224,42,163,210,308,102,147
DpSigP-66951,194,137,108,97,73,118,78,40,1,3,9,48,107,6,53,79
DpSigP-66963,206,24,8,13,24,27,18,8,2,3,2,30,29,1,19,25
DpSigP-66990,1373,129,121,344,236,306,356,251,279,369,107,252,454,820,72,178
DpSigP-66996,1244,189,0,161,16,87,191,230,342,209,15,58,90,67,33,45
DpSigP-67029,1277,1072,172,122,47,834,330,178,194,166,20,544,438,142,163,111
DpSigP-67087,164,20,33,27,29,29,24,24,15,16,5,13,35,51,16,11
DpSigP-67095,1595,77,13,295,58,356,570,167,345,268,17,97,413,510,15,117
DpSigP-67116,236,0,0,1,2,0,4,0,0,1,3,1,1,1,2,1
DpSigP-67130,1850,773,103,282,176,492,350,633,691,907,28,148,399,315,199,373
DpSigP-67138,506,467,43,78,53,257,215,392,329,725,21,57,234,99,206,142
DpSigP-67145,2096,127,106,224,137,97,210,518,265,193,71,151,253,231,55,61
DpSigP-67153,1310,1609,344,608,311,603,971,672,821,826,36,230,493,673,440,1151
DpSigP-67165,830,1,3,6,8,4,2,15,2,28,418,240,70,14,5,3
DpSigP-67174,263,385,93,553,162,712,680,447,614,513,391,520,675,734,79,343
DpSigP-67177,199,78,36,88,43,70,111,52,46,48,17,70,65,69,29,58
DpSigP-67184,1175,244,22,239,88,199,69,888,1096,516,4,39,0,101,15,20
DpSigP-67192,215,26,6,48,25,56,65,27,26,15,21,34,44,37,6,21
DpSigP-67196,785,616,56,276,60,263,167,330,474,448,1,74,270,110,408,326
DpSigP-67205,413,18,21,7,15,14,5,20,31,32,3,21,15,20,16,17
DpSigP-67213,989,104,5,125,54,158,197,142,187,227,34,148,114,222,31,85
DpSigP-67217,206,10,2,17,6,16,34,15,17,32,9,18,34,36,0,8
DpSigP-6722,1148,839,93,301,226,412,588,674,414,496,57,296,513,256,237,497
DpSigP-67229,170,29,10,32,2,14,35,20,24,35,9,17,19,24,7,6
DpSigP-67248,932,1,0,6,23,1,3,4,6,1,9,20,658,2,36,0
DpSigP-67253,1562,1392,204,200,184,519,515,709,504,788,45,260,406,332,253,424
DpSigP-67256,1703,458,45,629,194,1068,1478,662,808,607,147,590,614,1164,84,279
DpSigP-67258,623,74,97,325,232,215,262,330,452,384,92,204,312,922,27,147
DpSigP-67260,360,5,6,7,3,2,1,8,14,25,0,3,0,10,0,7
DpSigP-67285,860,194,97,317,200,273,482,355,204,156,149,996,556,588,70,380
DpSigP-67303,638,1,1,7,2,3,12,4,7,11,3,10,8,16,0,3
DpSigP-67319,533,109,58,75,93,74,204,245,162,168,58,245,238,278,41,157
DpSigP-6732,197,134,41,177,64,184,250,186,224,189,37,205,268,385,35,155
DpSigP-67340,419,122,82,153,84,89,193,606,64,1709,740,3966,2076,775,474,828
DpSigP-67419,206,11,4,3,13,11,7,6,8,4,3,8,13,14,6,8
DpSigP-67431,185,2,1,4,3,4,2,2,0,0,2,3,9,0,2,2
DpSigP-67434,573,6,0,20,3,9,11,73,77,52,0,0,0,10,0,1
DpSigP-67454,1463,23,44,71,83,92,66,80,116,82,30,44,67,249,9,43
DpSigP-67465,650,182,95,145,135,157,219,272,187,190,8,96,166,376,24,268
DpSigP-67469,209,30,19,29,13,42,86,23,44,77,37,138,113,77,15,60
DpSigP-6747,842,33,7,94,19,70,26,374,402,195,5,12,5,29,5,1
DpSigP-67508,182,5,0,4,5,1,1,8,26,12,0,0,0,1,0,0
DpSigP-67510,161,3,1,8,1,3,4,4,5,3,0,2,12,2,1,6
DpSigP-67521,373,73,43,52,40,72,53,85,114,115,5,43,58,105,29,78
DpSigP-67563,1769,38,3,26,27,82,52,57,91,73,117,340,88,121,16,56
DpSigP-67570,161,145,43,239,70,275,232,201,203,159,133,193,316,259,28,111
DpSigP-67585,1423,74,72,99,56,114,130,105,92,122,69,124,101,211,9,65
DpSigP-67593,1751,426,131,430,331,638,623,516,701,529,117,543,550,723,161,319
DpSigP-67608,686,1320,1108,1526,763,1242,2090,545,612,1036,0,454,1158,2896,155,3739
DpSigP-67637,197,41,51,37,36,31,39,44,33,34,14,24,58,64,4,40
DpSigP-67642,2879,211,162,365,319,307,304,576,757,511,106,229,433,890,70,161
DpSigP-67645,533,25,13,95,67,73,211,201,166,129,4,30,166,183,19,114
DpSigP-67648,194,10,3,14,4,13,6,13,0,6,8,6,14,8,4,8
DpSigP-67651,317,6,2,10,6,13,10,18,28,13,0,6,5,15,4,18
DpSigP-67683,1146,112,31,218,67,251,288,235,320,244,133,217,213,375,11,89
DpSigP-67686,182,6,3,5,2,5,9,11,8,6,0,1,7,11,1,7
DpSigP-67694,296,1109,1291,1228,841,1112,1086,989,637,618,728,1234,1300,865,652,852
DpSigP-67738,197,5,4,8,13,5,19,14,4,7,8,16,12,5,5,0
DpSigP-67748,641,537,1,269,28,161,441,258,350,1330,8,155,305,439,262,359
DpSigP-67778,188,75,30,73,42,78,99,30,35,50,40,71,100,52,18,68
DpSigP-6782,518,9931,4921,7757,7217,8866,11326,6935,10731,10247,3064,5903,7621,16135,3488,8602
DpSigP-67891,1355,30,4,182,7,155,270,89,181,107,17,91,105,197,11,28
DpSigP-67897,2060,358,37,296,142,473,273,453,459,325,40,185,325,476,80,299
DpSigP-67909,2315,53,40,100,55,86,110,139,175,175,29,121,74,192,27,75
DpSigP-67913,974,282,27,192,112,311,211,279,315,382,229,510,332,458,68,225
DpSigP-6793,1649,41,2,44,10,47,79,53,28,24,21,61,53,53,5,28
DpSigP-67947,278,143,84,238,69,283,202,195,23,50,103,371,536,27,69,194
DpSigP-6796,317,765,1036,635,499,1425,983,973,1075,603,56,902,791,1961,226,832
DpSigP-67997,902,3,0,18,6,6,28,8,26,26,12,16,23,48,0,8
DpSigP-68006,782,442,51,91,44,134,142,265,261,322,11,232,94,35,89,216
DpSigP-68018,386,2,12,21,23,2,14,15,31,25,8,14,13,42,2,4
DpSigP-68024,842,49,13,116,7,40,136,70,108,103,12,35,71,101,14,79
DpSigP-68032,201,138,12,97,15,79,262,103,162,126,1,45,116,178,25,171
DpSigP-68046,527,274,186,299,215,280,275,275,241,279,62,182,263,530,117,245
DpSigP-68061,1547,1814,140,975,295,1487,880,2579,3400,2268,101,377,1153,977,889,898
DpSigP-68071,2360,79,17,155,83,122,292,266,250,301,68,543,397,362,61,169
DpSigP-68077,473,54,17,55,31,48,13,232,352,163,4,7,0,22,9,5
DpSigP-68084,185,111,221,147,78,154,102,87,7,5,19,118,138,6,75,100
DpSigP-68105,740,338,76,181,197,268,272,342,405,454,51,253,231,374,182,143
DpSigP-68117,284,25,6,32,26,41,32,39,38,52,15,24,50,44,2,16
DpSigP-68134,185,322,150,324,238,403,504,466,312,202,212,685,592,384,130,255
DpSigP-68147,158,459,163,888,332,846,981,929,1105,902,3,679,1032,1380,153,405
DpSigP-6816,179,1092,768,1677,1522,1675,2053,2098,2506,2493,492,1642,2252,3314,589,907
DpSigP-68165,185,0,0,8,2,12,16,9,9,5,8,2,7,12,1,3
DpSigP-68168,2096,749,65,220,130,284,316,567,600,467,87,247,252,263,195,225
DpSigP-68176,221,3,4,9,4,5,14,3,6,6,2,10,10,7,2,5
DpSigP-68187,1598,320,70,272,106,352,300,438,614,570,33,231,354,399,153,277
DpSigP-68210,320,291,345,493,662,466,567,600,564,550,768,445,551,734,270,273
DpSigP-68218,228,5,0,1,4,3,1,6,1,7,1,5,6,8,1,1
DpSigP-68223,182,43,42,59,69,56,63,44,30,28,3,55,66,42,28,44
DpSigP-68250,245,11,1,19,7,12,22,21,39,16,9,23,26,26,3,11
DpSigP-68283,203,406,90,384,153,441,521,497,633,539,173,339,440,667,99,217
DpSigP-68291,253,5,0,3,0,5,3,22,18,6,0,2,0,4,1,1
DpSigP-68307,189,728,5,148,37,325,298,798,654,850,2,148,302,235,175,204
DpSigP-68311,158,9,7,10,8,7,10,28,10,6,8,6,13,12,5,9
DpSigP-68318,632,84,14,55,46,86,79,134,164,162,63,121,99,163,27,55
DpSigP-68324,761,47,40,87,57,70,124,429,561,517,72,169,179,495,22,95
DpSigP-68326,1112,65,0,27,4,43,49,59,49,48,2,16,17,47,12,18
DpSigP-68341,623,319,4,409,62,478,67,1101,2341,921,4,13,2,113,39,4
DpSigP-68363,211,17,9,22,12,21,20,33,30,24,15,40,31,34,2,14
DpSigP-68369,620,3,0,8,2,1,18,10,17,29,4,10,13,15,0,11
DpSigP-68380,167,1,16,5,5,7,2,11,2,4,0,0,5,9,1,10
DpSigP-68390,569,16697,3429,7935,7828,19438,17211,18384,16094,35775,2360,15569,17095,28277,15190,18137
DpSigP-68410,1979,146,59,301,353,219,634,741,571,499,42,287,429,1158,59,277
DpSigP-68430,2006,1418,54,424,90,362,534,882,1216,1928,41,111,556,373,713,377
DpSigP-68440,179,13,1,16,12,16,18,10,13,4,5,5,19,12,11,2
DpSigP-68445,860,62,25,98,22,93,185,107,153,146,42,106,108,132,21,59
DpSigP-68448,683,15226,20088,21982,22115,34788,27187,9194,11272,11662,27,9723,19871,38936,2039,38537
DpSigP-685,755,14,4,13,14,27,31,27,17,22,12,37,49,46,3,12
DpSigP-68508,257,4,1,7,4,6,1,20,32,11,0,3,0,0,1,0
DpSigP-68515,950,23,1,19,29,40,39,25,50,53,5,42,90,32,3,11
DpSigP-68542,752,511,239,1096,578,2074,2295,1289,1519,1367,419,1446,1206,10657,158,1369
DpSigP-68555,818,5387,533,1425,1188,2457,1945,4449,5853,4924,304,1304,1330,1765,1885,1940
DpSigP-68565,260,15,72,40,26,38,29,28,11,12,20,34,66,40,3,8
DpSigP-68568,302,4,1,38,12,30,129,10,22,19,6,18,41,82,1,18
DpSigP-68592,443,1,2,12,4,21,17,715,864,1128,3,12,4,44,1,3
DpSigP-68605,264,1021,128,94,109,523,229,603,969,1611,33,55,433,288,306,220
DpSigP-68629,233,73,28,137,98,115,165,193,230,340,1,164,146,316,46,55
DpSigP-68637,173,13,13,8,10,4,4,11,6,2,3,5,9,2,5,6
DpSigP-68665,218,3,2,6,0,8,17,2,4,3,2,4,4,3,0,2
DpSigP-68691,218,121,77,142,100,124,137,110,93,86,15,126,198,139,38,92
DpSigP-68714,227,300,254,286,211,336,352,273,293,260,854,590,464,377,104,232
DpSigP-68740,602,76,3,24,7,41,36,59,135,108,3,10,27,27,21,30
DpSigP-68750,2918,295,54,247,110,249,246,412,537,408,49,196,285,447,71,164
DpSigP-6876,1505,38,2,25,19,42,38,56,41,58,22,55,45,42,7,29
DpSigP-68768,2000,23,1,87,10,82,146,59,82,80,16,70,101,123,5,29
DpSigP-68807,152,13,3,10,1,14,26,14,12,14,3,13,22,19,1,7
DpSigP-68815,377,27,7,62,32,47,51,69,73,70,10,39,56,108,12,35
DpSigP-68840,1325,16,3,65,14,86,94,57,76,94,75,131,74,77,2,21
DpSigP-68847,173,16,33,27,50,22,30,11,6,13,3,24,26,22,33,16
DpSigP-68853,1448,288,11,152,31,26,138,33,56,56,32,41,99,144,97,66
DpSigP-68859,359,182,71,208,130,215,234,265,97,39,69,161,231,180,57,110
DpSigP-68870,222,698,173,327,219,478,502,498,436,371,2,318,546,538,122,422
DpSigP-68888,1130,1644,1166,2786,2394,4337,4301,1358,1850,1968,376,1582,2326,4395,237,3084
DpSigP-68892,1592,167,11,179,48,166,239,259,337,352,43,124,204,214,67,121
DpSigP-68912,431,403,39,49,39,110,116,269,210,395,7,28,113,68,238,145
DpSigP-68917,407,7,7,10,0,6,3,37,43,20,0,2,0,5,1,0
DpSigP-68923,1936,24,11,28,14,38,30,27,40,73,88,149,88,83,7,39
DpSigP-68946,1628,18,4,60,6,163,195,69,93,56,31,155,136,190,5,49
DpSigP-68950,1538,2491,858,2407,1444,2881,2517,3833,1842,1254,542,2208,1989,3474,553,1364
DpSigP-68955,178,1692,15,291,32,713,960,171,557,531,0,109,586,92,353,742
DpSigP-68958,257,7,5,8,6,6,8,11,14,10,0,6,13,13,5,12
DpSigP-68966,327,78,51,56,36,51,40,100,5,4,15,44,61,24,31,55
DpSigP-68987,491,155,262,637,393,328,1225,751,699,502,34,287,738,1950,107,749
DpSigP-68997,197,596,282,288,627,337,1076,1437,732,571,12,277,229,1813,122,738
DpSigP-69000,1499,225,85,70,81,177,158,114,76,120,504,924,255,232,15,230
DpSigP-69020,1412,2230,18,720,577,398,381,2650,6166,3307,590,377,1374,1790,321,198
DpSigP-69023,1778,65,16,93,40,110,175,112,119,110,46,76,88,132,15,42
DpSigP-69029,167,136,69,245,227,209,262,320,299,405,201,213,261,481,85,94
DpSigP-69033,161,8,11,7,11,6,5,8,0,0,1,6,5,0,5,4
DpSigP-6907,1109,11,2,27,6,12,57,34,49,29,3,27,28,76,2,20
DpSigP-69082,1793,1684,85,476,174,963,798,2059,2120,2898,220,2314,1365,443,438,1270
DpSigP-69086,293,44,8,9,13,58,15,126,163,109,2,4,0,27,8,8
DpSigP-69100,329,31,7,25,36,33,34,35,38,63,10,15,31,62,26,23
DpSigP-69102,194,4,3,5,2,4,14,8,2,4,1,3,5,9,2,8
DpSigP-6913,764,454,52,73,52,225,84,177,168,280,13,303,152,53,128,195
DpSigP-69132,1880,286,68,351,145,787,537,494,673,577,188,693,421,683,75,204
DpSigP-69186,197,274,135,329,172,297,300,788,618,784,20,209,399,412,391,262
DpSigP-69191,206,696,529,1166,348,909,1169,502,685,544,157,602,945,1515,117,827
DpSigP-69201,218,10,24,23,8,16,14,19,1,2,3,23,9,5,4,2
DpSigP-69231,476,744,255,1107,428,909,1413,1112,1201,1037,324,723,1013,1572,227,1052
DpSigP-69237,242,3,3,1,11,4,2,9,17,8,10,2,0,0,3,2
DpSigP-69261,410,435,117,651,317,614,1314,971,861,2778,1166,3687,2455,1656,269,1152
DpSigP-69286,1340,440,275,666,479,592,662,708,1317,897,82,240,575,1496,200,395
DpSigP-69327,169,196,93,339,150,314,414,402,369,374,176,302,408,635,91,220
DpSigP-69329,167,11,5,12,13,10,11,14,17,13,6,7,14,24,5,12
DpSigP-69331,229,2,0,0,2,2,10,5,5,2,1,4,4,1,1,0
DpSigP-69347,476,43,16,31,38,49,72,81,54,74,6,10,42,38,16,22
DpSigP-69354,266,41,17,27,31,49,59,43,25,10,18,42,67,27,19,29
DpSigP-69361,164,0,5,5,5,1,4,6,0,2,0,1,1,6,5,4
DpSigP-69411,263,264,3,81,6,140,245,274,257,258,6,131,144,51,48,144
DpSigP-69418,221,12,11,10,32,21,16,6,3,1,6,11,9,17,14,7
DpSigP-69424,164,10,6,3,21,0,3,8,4,15,6,2,15,4,9,11
DpSigP-69453,227,0,1,4,0,0,11,1,0,0,2,1,0,0,1,0
DpSigP-69477,1343,15,4,23,12,12,15,8,15,14,6,6,7,29,0,3
DpSigP-69482,790,194,5,44,10,36,46,107,27,29,14,26,70,25,22,80
DpSigP-69492,1595,937,58,1542,313,545,1042,817,1516,874,68,443,1403,2031,57,673
DpSigP-69512,974,209,9,56,25,86,88,163,230,190,20,56,58,96,79,45
DpSigP-69526,197,14,5,7,7,13,11,9,21,19,4,6,12,14,2,3
DpSigP-69540,2300,291,35,139,66,122,171,524,797,399,12,27,1,142,5,38
DpSigP-69546,395,717,63,184,118,170,397,321,289,827,25,125,152,140,273,476
DpSigP-6955,209,417,92,602,172,565,796,408,357,158,287,363,740,564,68,309
DpSigP-69565,1487,21,5,59,48,73,52,85,111,81,19,33,130,211,3,6
DpSigP-69616,887,252,82,259,153,278,379,447,299,197,11,177,255,783,21,218
DpSigP-69639,161,13,0,7,0,5,11,6,7,7,2,2,11,5,2,0
DpSigP-69643,989,355,7,197,38,110,147,441,630,559,7,92,147,141,80,120
DpSigP-69655,1696,88,21,110,48,58,131,192,241,275,44,63,101,165,77,42
DpSigP-69672,1400,110,148,260,204,254,243,256,394,322,121,176,272,676,46,165
DpSigP-69679,218,659,322,556,346,711,762,543,333,268,186,535,724,438,159,463
DpSigP-69683,164,1,0,2,1,2,4,2,0,1,1,2,3,4,0,1
DpSigP-69711,203,223,57,300,153,271,328,303,495,390,124,231,327,588,76,145
DpSigP-69732,280,10,4,11,2,18,46,11,13,9,6,15,19,32,2,15
DpSigP-69739,227,83,170,768,239,268,267,333,785,717,39,353,1131,1951,48,568
DpSigP-69752,446,7,1,13,5,13,17,26,6,8,5,8,12,7,3,6
DpSigP-69760,1904,1034,47,753,214,843,300,4471,6791,2438,27,100,12,496,74,52
DpSigP-69774,1376,254,9,69,42,70,63,187,229,148,20,50,106,98,77,73
DpSigP-69785,235,1,0,2,0,1,4,1,2,0,0,2,0,5,1,1
DpSigP-69811,929,34,2,93,19,80,186,94,115,203,19,127,200,196,7,35
DpSigP-69813,695,14,2,18,4,5,5,76,85,47,1,2,0,11,0,0
DpSigP-69866,161,53,23,145,67,127,200,146,246,222,32,124,147,286,40,73
DpSigP-69890,1532,244,49,123,80,162,267,167,132,112,15,108,209,166,52,128
DpSigP-69897,323,1852,160,300,689,818,1050,231,324,305,100,151,771,139,427,96
DpSigP-69899,245,63,122,59,90,95,89,30,24,17,1,51,56,62,13,134
DpSigP-69976,629,152,19,276,12,18,46,155,31,448,339,280,217,846,332,1082
DpSigP-6999,2891,511,11,204,24,250,365,390,700,419,127,224,191,122,130,542
DpSigP-70009,449,412,428,216,214,1120,302,438,507,1314,107,810,1211,90,169,362
DpSigP-7001,161,20,0,3,2,10,3,5,7,5,5,4,10,2,0,4
DpSigP-70015,449,15,8,9,3,9,8,20,16,21,1,5,6,9,5,13
DpSigP-70030,170,7,3,4,3,3,0,16,29,13,0,1,2,3,0,0
DpSigP-70039,521,270906,29970,27963,280867,442472,413771,3,9,7,36,61,210,4896,36,33
DpSigP-70041,320,514,435,508,647,566,1065,1406,837,783,84,404,571,1967,145,1134
DpSigP-70070,338,2,0,7,3,5,1,21,20,13,0,0,0,1,1,0
DpSigP-70126,1622,143,4,37,11,36,64,147,88,239,19,34,83,47,47,56
DpSigP-7013,1937,54,6,126,20,73,246,51,78,104,6,47,105,135,5,37
DpSigP-70133,467,127,98,59,55,80,113,70,73,58,1,46,100,190,15,159
DpSigP-7015,212,45,15,63,22,67,66,85,35,17,10,42,78,65,6,38
DpSigP-70164,725,4771,311,549,409,1345,1734,4009,4537,4982,102,356,1481,1079,1237,951
DpSigP-70166,679,0,0,4,0,0,9,2,3,8,0,4,3,4,1,0
DpSigP-7017,212,83,17,117,42,109,156,89,114,82,56,97,126,143,12,81
DpSigP-70199,236,2295,1092,2834,1554,2701,2915,2305,1675,1548,1082,2565,3430,2097,770,1713
DpSigP-70224,204,15,1,5,2,7,2,19,18,11,0,1,0,3,0,0
DpSigP-70279,203,6,3,4,4,6,5,7,4,1,0,2,4,1,2,4
DpSigP-70335,1241,190,10,54,46,57,54,132,155,182,21,73,129,57,129,72
DpSigP-70339,203,50,16,16,14,14,7,22,29,63,1,9,38,24,55,27
DpSigP-70396,629,35,5,53,26,47,117,58,34,74,45,86,86,106,14,34
DpSigP-70418,239,37,6,20,7,26,20,10,13,5,6,16,27,21,4,10
DpSigP-70428,164,2,0,5,1,4,0,11,5,3,0,0,0,1,3,0
DpSigP-70441,316,169,5,4,10,33,64,33,455,2038,0,0,40,1,93,174
DpSigP-70445,901,191,22,173,49,84,160,125,102,155,1,90,154,125,55,77
DpSigP-70448,674,2387,1746,2337,2452,2318,2646,2898,3275,3235,985,2353,2596,5325,1160,1964
DpSigP-70458,202,3,0,0,0,0,0,115,81,135,0,3,0,0,0,2
DpSigP-70467,965,188,28,255,124,286,267,257,456,397,50,173,195,572,48,159
DpSigP-7048,229,295,176,390,251,336,337,325,108,99,143,278,412,130,141,175
DpSigP-70489,632,65,13,105,179,71,237,232,149,25,4,47,86,430,9,59
DpSigP-70496,337,30,5,16,14,23,6,58,114,54,1,3,0,11,3,0
DpSigP-70501,333,13,14,20,10,21,16,13,2,2,4,8,7,7,8,13
DpSigP-70506,197,354,84,262,133,314,417,293,408,323,103,275,344,364,97,175
DpSigP-70513,215,20,29,11,11,22,24,69,30,103,238,690,84,68,10,92
DpSigP-70519,1232,416,143,362,366,420,380,594,686,630,94,447,532,794,185,345
DpSigP-70537,158,5,0,1,3,1,1,6,0,1,1,3,0,2,4,0
DpSigP-70542,563,1408,1141,1641,1692,1950,2397,5898,2692,2383,413,2749,1675,5530,645,1152
DpSigP-70562,1778,136,39,93,58,77,236,73,74,44,19,65,84,84,13,50
DpSigP-70564,986,59,27,43,39,66,52,96,95,64,15,37,59,67,24,36
DpSigP-70619,503,35,17,24,19,39,33,28,25,22,5,27,28,85,5,41
DpSigP-7062,935,778,27,733,151,329,728,1471,2363,1582,354,249,954,848,350,305
DpSigP-70628,275,117,48,75,33,79,64,100,10,6,6,56,71,10,45,56
DpSigP-70648,314,46,23,46,49,41,45,43,19,13,25,35,50,19,25,25
DpSigP-70661,335,31,24,25,25,31,47,56,34,31,47,145,54,87,6,44
DpSigP-70665,179,6808,100,4357,160,3050,4942,5579,7451,10978,52,1607,4533,2118,1880,7622
DpSigP-70748,167,12,5,7,5,13,6,9,2,1,0,8,21,7,3,12
DpSigP-70756,173,35,59,46,70,33,30,22,13,8,17,32,47,45,31,12
DpSigP-70809,176,13,2,11,4,15,22,16,7,6,2,10,15,6,2,7
DpSigP-70815,2051,49,23,88,38,126,138,84,40,37,12,63,95,93,20,92
DpSigP-70833,257,15,21,42,54,73,40,52,53,78,15,87,138,86,17,11
DpSigP-70838,704,4,15,18,30,13,19,17,9,18,7,12,18,32,6,7
DpSigP-70843,437,186,18,47,39,43,86,97,62,200,6,23,34,36,100,128
DpSigP-70863,1169,123,8,22,11,45,26,76,99,71,6,5,28,25,6,36
DpSigP-70898,761,126,8,80,46,124,18,539,823,242,7,13,1,65,11,5
DpSigP-70913,212,186,244,283,487,263,303,279,313,325,171,240,340,421,146,138
DpSigP-70957,494,1022,69,180,69,363,228,329,511,505,3,71,182,118,303,359
DpSigP-70961,206,87,28,87,78,102,136,121,157,95,43,86,113,157,27,55
DpSigP-70974,173,0,0,2,0,3,7,4,3,3,4,4,3,3,0,1
DpSigP-70978,197,2,0,5,0,2,15,5,9,3,3,5,11,9,1,3
DpSigP-7098,170,3,0,11,2,7,14,2,6,7,8,13,12,19,5,2
DpSigP-71007,198,62,20,164,67,76,409,167,216,141,31,121,268,590,33,175
DpSigP-71061,383,256,145,202,142,264,497,205,218,305,33,221,439,419,47,532
DpSigP-71101,1238,277,5,106,37,129,132,242,281,202,16,60,112,84,60,88
DpSigP-71133,209,27,42,55,54,36,40,32,25,28,16,32,36,41,13,13
DpSigP-71153,209,1271,496,1879,1168,1826,2215,2173,2887,2558,926,1708,2117,3418,460,1107
DpSigP-7116,782,33,1,13,4,32,23,40,68,90,2,54,36,8,18,42
DpSigP-71207,401,19,0,5,3,7,4,12,10,14,0,1,1,2,0,0
DpSigP-71248,520,17,19,50,23,17,58,88,60,49,7,15,36,94,6,40
DpSigP-71262,335,29,3,18,13,27,16,137,169,86,1,7,0,8,4,1
DpSigP-7127,188,152,47,146,92,165,138,179,161,133,119,163,249,280,65,88
DpSigP-71290,2298,96,38,93,62,150,207,213,126,79,64,271,159,302,20,83
DpSigP-71319,887,1,20,0,0,0,1,44896,76525,71850,4,0,0,72,8,0
DpSigP-71341,227,189,37,31,19,60,69,75,140,173,1,21,42,19,80,98
DpSigP-7136,227,20,3,24,11,27,44,42,42,27,7,24,19,49,7,16
DpSigP-71368,448,153,14,98,18,191,108,130,137,383,0,200,124,104,54,160
DpSigP-71382,158,1,6,1,5,5,9,3,5,7,3,1,4,6,4,1
DpSigP-7139,818,55,1,69,24,70,119,100,140,137,22,91,74,131,18,36
DpSigP-71392,857,26,5,39,12,31,14,115,154,78,3,4,1,19,2,6
DpSigP-714,194,188,91,160,134,144,172,219,237,188,156,162,221,243,68,166
DpSigP-71411,683,143,141,115,132,172,218,31,81,108,0,81,133,195,12,295
DpSigP-71432,248,5,0,9,2,2,1,26,30,8,0,1,0,1,0,0
DpSigP-71434,932,26,7,44,13,8,71,61,25,45,10,42,51,136,16,37
DpSigP-71439,248,9,2,3,2,2,7,3,3,1,0,3,8,2,4,3
DpSigP-71441,158,3,15,8,9,10,5,7,1,1,0,6,1,4,3,11
DpSigP-7146,221,563,458,657,424,650,831,860,538,409,214,615,972,818,218,463
DpSigP-71483,2114,175,7,73,38,109,124,170,213,176,53,208,161,136,48,78
DpSigP-71506,1634,49,18,105,77,123,109,131,278,191,72,63,82,329,39,83
DpSigP-71516,610,7,1,10,4,9,7,9,8,4,4,7,21,13,6,10
DpSigP-71532,428,0,0,0,0,0,0,162,152,131,0,0,0,0,0,0
DpSigP-71549,344,24,147,14,88,12,12,3977,1890,6828,0,5,10,58,533,39
DpSigP-71581,158,22,11,26,11,19,23,23,13,30,8,18,29,36,6,13
DpSigP-71599,182,4,0,7,5,5,4,6,2,1,1,4,14,3,0,5
DpSigP-71667,227,34,31,27,13,9,31,8,25,18,10,32,33,10,33,60
DpSigP-71703,173,8,4,8,4,11,6,12,4,1,0,4,10,5,5,4
DpSigP-71711,1592,446,60,212,138,165,237,300,509,321,16,105,176,255,172,191
DpSigP-71714,377,2,0,6,1,13,23,7,28,7,2,12,5,14,0,7
DpSigP-71746,320,19,5,22,4,15,6,102,107,42,0,4,0,11,2,0
DpSigP-71750,1278,40,2,66,19,99,228,88,104,38,6,71,107,249,1,32
DpSigP-71766,425,1,29,5,8,72,1,58,6,4,4,18,3,28,1,0
DpSigP-71775,305,115,48,134,79,138,167,131,129,139,85,110,192,239,43,85
DpSigP-71778,440,312,337,203,181,896,162,289,563,539,709,567,304,303,175,202
DpSigP-71789,158,32,4,60,26,47,72,72,13,14,13,58,51,20,14,26
DpSigP-71804,182,15,11,6,9,14,23,16,2,1,13,20,25,11,7,15
DpSigP-71828,164,5,0,4,5,2,3,0,2,1,2,3,11,8,4,2
DpSigP-71848,1136,96,3,167,28,102,66,535,964,405,6,35,1,76,14,6
DpSigP-71852,203,11,2,19,5,28,26,16,9,9,17,22,31,7,2,16
DpSigP-71856,194,44,41,33,32,38,18,29,4,1,7,30,37,7,7,43
DpSigP-71870,203,141,67,320,107,255,352,379,328,284,124,197,316,448,60,109
DpSigP-71876,188,5,0,6,2,4,2,1,1,1,1,4,4,1,1,7
DpSigP-71888,185,1,2,11,9,7,8,14,10,12,4,9,13,20,2,2
DpSigP-7189,434,0,1,1,0,2,2,8544,20886,12561,0,3,1,13,1,1
DpSigP-71892,935,317,22,138,40,154,210,236,351,301,8,48,125,121,66,179
DpSigP-71992,173,28,18,38,16,31,47,40,43,39,11,35,61,59,12,32
DpSigP-72,791,939,101,341,210,350,110,2024,1202,1244,380,1450,1063,362,272,61
DpSigP-72014,269,632,579,1000,1024,898,1095,1109,1418,1223,910,877,1399,1731,400,545
DpSigP-72046,221,38,9,48,13,37,54,58,52,34,22,25,42,50,19,21
DpSigP-72073,185,8,5,13,4,9,14,13,5,3,2,2,12,10,3,1
DpSigP-72081,479,136,27,60,37,45,45,78,107,86,0,48,32,19,43,81
DpSigP-72093,230,7,15,12,7,15,12,8,5,1,3,13,14,5,3,8
DpSigP-72096,455,10,5,5,10,7,4,35,28,29,5,11,9,13,2,10
DpSigP-72105,164,13,30,21,68,47,16,30,4,0,146,178,145,10,16,23
DpSigP-72143,1667,18,20,27,17,30,63,21,41,44,30,30,28,50,16,52
DpSigP-72167,734,205,63,57,25,67,115,103,136,154,19,180,47,106,85,118
DpSigP-72169,806,98,11,60,8,53,53,106,126,137,3,42,109,69,29,123
